43433,42698,-4996374450740410,0.0
43433,42698,-4995848280751160,0.029870271682739258
43433,42699,-4995848280751160,0.06119036674499512
43433,42699,-49958526136792100,0.0929250717163086
43433,42699,-4995813910396410,0.12371516227722168
43433,42698,-4968469650391790,0.15509676933288574
43433,42698,-4968469650391790,0.18642640113830566
43454,42719,-4968469650391790,0.21710777282714844
43454,42719,-4968469650391790,0.24878525733947754
43635,42905,-4623118920354320,0.28002214431762695
43635,42905,-4623118920354320,0.31107449531555176
43635,42905,-4507457705127580,0.3420834541320801
43635,42905,-4491328164293540,0.37254834175109863
43997,43269,-4107959732363330,0.4031491279602051
44165,43436,-4107959732363330,0.43314599990844727
44165,43436,-4033261913194100,0.4637274742126465
44165,43436,-4033261913194100,0.49564146995544434
44422,43692,-38987740500095800,0.5271568298339844
44595,43863,-3784400976930120,0.5575530529022217
44843,44111,-3784400976930120,0.5884418487548828
44843,44111,-3713399049721210,0.6181085109710693
45017,44282,-3498541130562140,0.6499850749969482
45017,44282,-3498541130562140,0.6814916133880615
45190,44462,-34866565889790800,0.7129917144775391
45360,44629,-34866565889790800,0.7442009449005127
45360,44629,-34865342280016700,0.7743444442749023
45618,44886,-35271003855862500,0.8052856922149658
45618,44886,-35271003855862500,0.836331844329834
45785,45047,-34690302038232100,0.8668825626373291
46030,45295,-33319470918081300,0.8974587917327881
46188,45463,-33319470918081300,0.9280257225036621
46188,45463,-33307714132451200,0.9590764045715332
46356,45629,-33307714132451200,0.9895570278167725
46356,45629,-32820992538767300,1021251916885370
46612,45883,-3224077668941020,10515382289886400
46612,45883,-3224077668941020,1082045316696160
46782,46050,-30271331444694700,11134545803070000
46953,46221,-30271331444694700,11452689170837400
46953,46221,-28865818671690800,11761603355407700
47211,46478,-2858713734337210,12073938846588100
47211,46478,-2858713734337210,12388451099395700
47211,46478,-2714894806556010,12705912590026800
47550,46816,-2558060887542620,13018825054168700
47806,47071,-2558060887542620,13325088024139400
47806,47071,-2558060887542620,13640062808990400
47976,47243,-2319558324765240,13953282833099300
48143,47411,-2319558324765240,14261038303375200
48143,47411,-22606146693565300,14577429294586100
48397,47659,-22606146693565300,14888415336608800
48397,47659,-21588585314180700,15194971561431800
48569,47830,-18870735506190500,1550154209136960
48569,47830,-18870735506190500,15813651084899900
48736,48007,-1750246948148700,16118600368499700
48993,48261,-1750246948148700,16434834003448400
48993,48261,-18041670582306800,16741714477539000
49161,48424,-18041670582306800,17047131061553900
49331,48593,-18041670582306800,1734933614730830
49331,48593,-1581055050982280,17663185596466000
49588,48847,-1581055050982280,17973265647888100
49588,48847,-1516133212112400,18281755447387600
49758,49025,-15399693719401400,18588535785675000
49919,49186,-15399693719401400,18890492916107100
49919,49186,-14319525085625300,19200782775878900
50175,49444,-14319525085625300,19504451751708900
50175,49444,-1350117880739840,19813716411590500
50350,49616,-12484602909321700,20124218463897700
50515,49788,-12484602909321700,20441055297851500
50515,49788,-13306201363435300,207529354095459
50684,49951,-1314969443656100,2105073928833000
50941,50203,-1314969443656100,21358306407928400
50941,50203,-11604032371852200,2165670871734610
51112,50373,-1022421473441980,21961233615875200
51280,50551,-1022421473441980,22269346714019700
51280,50551,-0.8571329077532013,2258049488067620
51540,50807,-0.8571329077532013,22895219326019200
51540,50807,-0.901667702804905,23204030990600500
51708,50970,-0.7997408128767464,23506100177764800
51880,51140,-0.7997408128767464,23819520473480200
51880,51140,-0.6726345535878175,2413034677505490
52131,51393,-0.6726345535878175,2443992853164670
52131,51393,-0.4801133342773964,24746029376983600
52301,51567,-0.4801133342773964,25057036876678400
52471,51733,-0.4801133342773964,2536043405532830
52471,51733,-0.4366899553111902,25671396255493100
52726,51989,-0.24703283603160725,2598051071166990
52726,51989,-0.24703283603160725,26285791397094700
52897,52159,-0.20084915653042099,2659472942352290
53065,52331,-0.20084915653042099,26900603771209700
53065,52331,-0.13459864393899615,27203409671783400
53321,52586,-0.16487176675254103,2751551628112790
53491,52747,-0.16487176675254103,27825284004211400
53491,52747,0.03188889697048364,28136587142944300
53659,52919,0.03188889697048364,28439526557922300
53659,52919,0.2620651933085908,2874929904937740
53905,53171,0.30191278997955673,2905637264251700
54074,53342,0.30191278997955673,2936957597732540
54074,53342,0.3175859610877772,29668989181518500
54242,53508,0.38194685010881313,2997612476348870
54242,53508,0.38194685010881313,30287725925445500
54493,53761,0.6338599255766011,30602452754974300
54656,53921,0.6338599255766011,30919508934020900
54656,53921,0.7276847129935408,3122699499130240
54656,53921,0.6965881611686526,31537976264953600
54904,54173,0.6965881611686526,3184929132461540
55070,54338,0.8255600641612917,32166080474853500
55243,54509,0.8255600641612917,3247925281524650
55243,54509,0.9708224830313573,32789382934570300
