{'left': 43433, 'right': 42698}, -4.996374450740414, 0.0
{'left': 43433, 'right': 42698}, -4.995848280751166, 0.029870271682739258
{'left': 43433, 'right': 42699}, -4.995848280751166, 0.06119036674499512
{'left': 43433, 'right': 42699}, -4.9958526136792125, 0.0929250717163086
{'left': 43433, 'right': 42699}, -4.995813910396417, 0.12371516227722168
{'left': 43433, 'right': 42698}, -4.968469650391797, 0.15509676933288574
{'left': 43433, 'right': 42698}, -4.968469650391797, 0.18642640113830566
{'left': 43454, 'right': 42719}, -4.968469650391797, 0.21710777282714844
{'left': 43454, 'right': 42719}, -4.968469650391797, 0.24878525733947754
{'left': 43635, 'right': 42905}, -4.623118920354323, 0.28002214431762695
{'left': 43635, 'right': 42905}, -4.623118920354323, 0.31107449531555176
{'left': 43635, 'right': 42905}, -4.507457705127586, 0.3420834541320801
{'left': 43635, 'right': 42905}, -4.491328164293544, 0.37254834175109863
{'left': 43997, 'right': 43269}, -4.107959732363335, 0.4031491279602051
{'left': 44165, 'right': 43436}, -4.107959732363335, 0.43314599990844727
{'left': 44165, 'right': 43436}, -4.033261913194106, 0.4637274742126465
{'left': 44165, 'right': 43436}, -4.033261913194106, 0.49564146995544434
{'left': 44422, 'right': 43692}, -3.8987740500095884, 0.5271568298339844
{'left': 44595, 'right': 43863}, -3.784400976930121, 0.5575530529022217
{'left': 44843, 'right': 44111}, -3.784400976930121, 0.5884418487548828
{'left': 44843, 'right': 44111}, -3.713399049721217, 0.6181085109710693
{'left': 45017, 'right': 44282}, -3.498541130562142, 0.6499850749969482
{'left': 45017, 'right': 44282}, -3.498541130562142, 0.6814916133880615
{'left': 45190, 'right': 44462}, -3.4866565889790815, 0.7129917144775391
{'left': 45360, 'right': 44629}, -3.4866565889790815, 0.7442009449005127
{'left': 45360, 'right': 44629}, -3.4865342280016782, 0.7743444442749023
{'left': 45618, 'right': 44886}, -3.5271003855862513, 0.8052856922149658
{'left': 45618, 'right': 44886}, -3.5271003855862513, 0.836331844329834
{'left': 45785, 'right': 45047}, -3.4690302038232135, 0.8668825626373291
{'left': 46030, 'right': 45295}, -3.3319470918081344, 0.8974587917327881
{'left': 46188, 'right': 45463}, -3.3319470918081344, 0.9280257225036621
{'left': 46188, 'right': 45463}, -3.3307714132451243, 0.9590764045715332
{'left': 46356, 'right': 45629}, -3.3307714132451243, 0.9895570278167725
