{'left': 23095, 'right': 102775}, 54.77938735518673, 0.0
{'left': 23095, 'right': 102775}, 54.77935838175535, 0.02949690818786621
{'left': 23095, 'right': 102775}, 54.77935838175535, 0.05951952934265137
{'left': 23095, 'right': 102775}, 54.77856059236638, 0.09069705009460449
{'left': 23095, 'right': 102775}, 54.77856059236638, 0.12190055847167969
{'left': 23095, 'right': 102775}, 54.778032428372335, 0.15285420417785645
{'left': 23095, 'right': 102775}, 55.160213819419255, 0.18343853950500488
{'left': 23067, 'right': 102803}, 55.160213819419255, 0.21460294723510742
{'left': 23067, 'right': 102803}, 57.44228643756731, 0.245530366897583
{'left': 22990, 'right': 102885}, 63.08246842924358, 0.2773263454437256
{'left': 22990, 'right': 102885}, 63.08246842924358, 0.30780029296875
{'left': 22817, 'right': 103054}, 63.08246842924358, 0.3375973701477051
{'left': 22817, 'right': 103054}, 67.8768214292086, 0.36808133125305176
{'left': 22670, 'right': 103199}, 76.30386302284975, 0.39942336082458496
{'left': 22421, 'right': 103441}, 81.95327992108614, 0.43033838272094727
{'left': 22421, 'right': 103441}, 81.95327992108614, 0.4609353542327881
{'left': 22247, 'right': 103608}, 87.91898804762711, 0.4923539161682129
{'left': 22071, 'right': 103779}, 87.91898804762711, 0.5236637592315674
{'left': 22071, 'right': 103779}, 96.84091627710029, 0.5544958114624023
{'left': 21813, 'right': 104037}, 102.8672149500919, 0.585557222366333
{'left': 21641, 'right': 104210}, 102.8672149500919, 0.6174695491790771
{'left': 21641, 'right': 104210}, 108.94228150503015, 0.6474242210388184
{'left': 21469, 'right': 104380}, 108.94228150503015, 0.6793050765991211
{'left': 21469, 'right': 104380}, 117.64071835171461, 0.710221529006958
{'left': 21219, 'right': 104627}, 123.42858188116186, 0.7401416301727295
{'left': 21219, 'right': 104627}, 123.42858188116186, 0.7710609436035156
{'left': 21051, 'right': 104796}, 128.9760082500799, 0.8029766082763672
{'left': 20893, 'right': 104957}, 137.74819005558672, 0.8338937759399414
{'left': 20644, 'right': 105215}, 137.74819005558672, 0.8638105392456055
{'left': 20483, 'right': 105377}, 143.73242672148902, 0.8940637111663818
{'left': 20483, 'right': 105377}, 149.25880224953198, 0.9245357513427734
{'left': 20312, 'right': 105549}, 149.25880224953198, 0.9558358192443848
{'left': 20312, 'right': 105549}, 149.25880224953198, 0.9867770671844482
{'left': 20312, 'right': 105549}, 158.07581426265048, 1.0174815654754639
{'left': 20055, 'right': 105803}, 158.07581426265048, 1.0484864711761475
{'left': 20055, 'right': 105803}, 158.07581426265048, 1.079256534576416
{'left': 20055, 'right': 105803}, 158.07581426265048, 1.1105775833129883
{'left': 19884, 'right': 105973}, 178.49789896895624, 1.140913486480713
{'left': 19708, 'right': 106140}, 178.49789896895624, 1.1710913181304932
{'left': 19458, 'right': 106395}, -175.32638275772052, 1.202040433883667
{'left': 19458, 'right': 106395}, -169.36749877379498, 1.2327489852905273
{'left': 19124, 'right': 106742}, -169.36749877379498, 1.263967752456665
{'left': 19124, 'right': 106742}, -169.36749877379498, 1.29490327835083
{'left': 19124, 'right': 106742}, -160.35571181615214, 1.3261754512786865
{'left': 18868, 'right': 106993}, -160.35571181615214, 1.3567850589752197
{'left': 18868, 'right': 106993}, -149.23886657897668, 1.387326955795288
{'left': 18535, 'right': 107322}, -149.23886657897668, 1.4185144901275635
{'left': 18535, 'right': 107322}, -140.31383131647314, 1.4495739936828613
{'left': 18276, 'right': 107577}, -140.31383131647314, 1.481149435043335
{'left': 18276, 'right': 107577}, -134.18930498968413, 1.511998176574707
{'left': 18117, 'right': 107741}, -125.54376822133362, 1.5428574085235596
{'left': 17862, 'right': 107998}, -120.24971236804538, 1.5747325420379639
{'left': 17862, 'right': 107998}, -120.24971236804538, 1.6056640148162842
{'left': 17697, 'right': 108157}, -114.3316682954724, 1.6364059448242188
{'left': 17528, 'right': 108325}, -114.3316682954724, 1.6677138805389404
{'left': 17528, 'right': 108325}, -105.65691238741188, 1.6984741687774658
{'left': 17282, 'right': 108569}, -99.30152256264232, 1.7297370433807373
{'left': 17120, 'right': 108729}, -99.30152256264232, 1.761244297027588
{'left': 17120, 'right': 108729}, -91.14233302767359, 1.7923955917358398
{'left': 16879, 'right': 108975}, -91.14233302767359, 1.8230960369110107
{'left': 16879, 'right': 108975}, -85.39667977040799, 1.853370189666748
{'left': 16714, 'right': 109147}, -79.41907982845947, 1.8840808868408203
{'left': 16544, 'right': 109320}, -79.41907982845947, 1.9146296977996826
