-70134,78971,0.0
-70134,78971,0.01495981216430664
-70134,78971,0.029921770095825195
-70134,78971,0.04490852355957031
-70134,78971,0.06087040901184082
-70133,78971,0.07679629325866699
-70134,78971,0.09275174140930176
-70134,78971,0.10870909690856934
-70134,78971,0.12466835975646973
-70134,78971,0.1406571865081787
-70134,78971,0.1566147804260254
-70134,78971,0.17253828048706055
-70134,78971,0.1885242462158203
-70172,79014,0.20448684692382812
-70172,79014,0.22041034698486328
-70224,79065,0.23636960983276367
-70224,79065,0.2523531913757324
-70224,79065,0.268282413482666
-70224,79065,0.28327083587646484
-70224,79065,0.2982039451599121
-70292,79133,0.31316232681274414
-70292,79133,0.3281221389770508
-70292,79133,0.34308409690856934
-70292,79133,0.35807132720947266
-70412,79250,0.3730020523071289
-70412,79250,0.38796210289001465
-70496,79330,0.4029502868652344
-70496,79330,0.41791248321533203
-70496,79330,0.4338703155517578
-70496,79330,0.44880127906799316
-70580,79416,0.4637594223022461
-70580,79416,0.47971653938293457
-70580,79416,0.49567556381225586
-70708,79541,0.5116312503814697
-70708,79541,0.5265944004058838
-70708,79541,0.5415804386138916
-70708,79541,0.5565130710601807
-70795,79623,0.5714995861053467
-70795,79623,0.5874595642089844
-70795,79623,0.6023902893066406
-70880,79708,0.6173486709594727
-70880,79708,0.6323084831237793
-70880,79708,0.6472971439361572
-70880,79708,0.663259744644165
-71005,79834,0.6791849136352539
-71088,79920,0.6951696872711182
-71088,79920,0.7110974788665771
-71088,79920,0.7270569801330566
-71172,80003,0.7430140972137451
-71172,80003,0.7580008506774902
-71172,80003,0.7729606628417969
-71172,80003,0.7888896465301514
-71172,80003,0.8048751354217529
-71172,80003,0.8208043575286865
-71298,80131,0.8367633819580078
-71298,80131,0.8517215251922607
-71383,80216,0.8667101860046387
-71383,80216,0.8816432952880859
-71464,80298,0.8966372013092041
-71464,80298,0.9125587940216064
-71464,80298,0.9285471439361572
-71464,80298,0.9444751739501953
-71588,80421,0.9604310989379883
-71588,80421,0.9763879776000977
-71588,80421,0.9923484325408936
-71670,80503,1.008333444595337
-71670,80503,1.0242598056793213
-71670,80503,1.040217638015747
-71670,80503,1.0562052726745605
-71796,80629,1.072131872177124
-71796,80629,1.088090419769287
-71796,80629,1.10404634475708
-71796,80629,1.119034767150879
-71884,80714,1.133995532989502
-71884,80714,1.1489546298980713
-71884,80714,1.1639196872711182
-72004,80833,1.1798453330993652
-72004,80833,1.195802927017212
-72088,80913,1.2107915878295898
-72088,80913,1.2267215251922607
-72088,80913,1.2406809329986572
-72088,80913,1.2556407451629639
-72171,80995,1.2716290950775146
-72171,80995,1.2865581512451172
-72297,81122,1.3015179634094238
-72297,81122,1.316507339477539
-72297,81122,1.331439733505249
-72297,81122,1.346435546875
-72378,81203,1.3613603115081787
-72378,81203,1.3773181438446045
-72378,81203,1.3923048973083496
-72462,81285,1.4072353839874268
-72462,81285,1.4232237339019775
-72462,81285,1.438154935836792
-72584,81409,1.4531126022338867
-72584,81409,1.4680745601654053
-72584,81409,1.483060598373413
-72584,81409,1.4989914894104004
-72669,81495,1.5139517784118652
-72669,81495,1.5289442539215088
-72669,81495,1.543903112411499
-72752,81584,1.5588653087615967
-72752,81584,1.573791742324829
-72752,81584,1.5887789726257324
-72752,81584,1.6047368049621582
-72881,81711,1.6206660270690918
-72881,81711,1.6366510391235352
-72968,81797,1.652580738067627
-72968,81797,1.668569564819336
-72968,81797,1.684495449066162
-72968,81797,1.7004525661468506
-73051,81885,1.7154395580291748
-73051,81885,1.7304046154022217
-73051,81885,1.7463300228118896
-73181,82012,1.7622854709625244
-73181,82012,1.778242826461792
-73181,82012,1.7941999435424805
-73181,82012,1.8091955184936523
-73181,82012,1.8241541385650635
-73264,82098,1.8400774002075195
-73264,82098,1.856034755706787
-73351,82179,1.8719937801361084
-73351,82179,1.887951135635376
-73478,82304,1.9029111862182617
-73478,82304,1.9179003238677979
-73478,82304,1.9338266849517822
-73563,82391,1.9498202800750732
-73563,82391,1.9647457599639893
-73563,82391,1.9797039031982422
-73563,82391,1.9956905841827393
-73644,82474,2.011620283126831
-73644,82474,2.026578426361084
-73644,82474,2.041566848754883
-73770,82600,2.056500196456909
-73770,82600,2.071460008621216
-73854,82685,2.0874156951904297
-73854,82685,2.102377414703369
-73854,82685,2.1173665523529053
-73854,82685,2.1322975158691406
-73854,82685,2.1472558975219727
-73941,82771,2.163214683532715
-73941,82771,2.179199695587158
-73941,82771,2.195127487182617
-73941,82771,2.21111798286438
-74067,82903,2.2270753383636475
-74154,82989,2.242002248764038
-74154,82989,2.256990432739258
-74154,82989,2.2729194164276123
-74154,82989,2.287881374359131
-74154,82989,2.3028409481048584
-74241,83072,2.3178012371063232
-74241,83072,2.332761287689209
-74241,83072,2.3477485179901123
-74241,83072,2.3626792430877686
-74371,83202,2.3786368370056152
-74371,83202,2.3945939540863037
-74371,83202,2.4105513095855713
-74459,83287,2.426511526107788
-74459,83287,2.4424657821655273
-74543,83374,2.458423376083374
-74543,83374,2.4743809700012207
-74543,83374,2.4903385639190674
-74543,83374,2.506295680999756
-74543,83374,2.5212833881378174
-74672,83500,2.53621506690979
-74672,83500,2.5521743297576904
-74672,83500,2.568129777908325
-74672,83500,2.584120988845825
-74759,83581,2.600046157836914
-74843,83667,2.615004301071167
-74843,83667,2.6299660205841064
-74843,83667,2.645921468734741
-74962,83787,2.661879301071167
-74962,83787,2.676870346069336
-74962,83787,2.6918296813964844
-74962,83787,2.7077579498291016
-74962,83787,2.7227160930633545
-75044,83874,2.737678289413452
-75044,83874,2.7526378631591797
-75130,83960,2.7675981521606445
-75130,83960,2.7835822105407715
-75130,83960,2.7995107173919678
-75130,83960,2.815469980239868
-75257,84087,2.830463409423828
-75257,84087,2.8453879356384277
-75342,84174,2.8603498935699463
-75342,84174,2.8753111362457275
-75342,84174,2.8912670612335205
-75342,84174,2.906254529953003
-75427,84260,2.921187162399292
