-32560,41411,0.0
-32560,41411,0.01595783233642578
-32560,41411,0.030917882919311523
-32560,41411,0.04587721824645996
-32560,41411,0.06083798408508301
-32560,41411,0.07583117485046387
-32560,41411,0.09075713157653809
-32560,41411,0.10571885108947754
-32560,41411,0.1216742992401123
-32560,41411,0.1376650333404541
-32560,41411,0.15259361267089844
-32560,41411,0.1685490608215332
-32588,41434,0.18351030349731445
-32588,41434,0.1985030174255371
-32588,41434,0.21343111991882324
-32588,41434,0.2284224033355713
-32670,41514,0.24434614181518555
-32670,41514,0.2593400478363037
-32670,41514,0.27426791191101074
-32786,41629,0.2892301082611084
-32786,41629,0.3041877746582031
-32786,41629,0.3201768398284912
-33001,41840,0.33610081672668457
-33001,41840,0.3510606288909912
-33001,41840,0.36605405807495117
-33001,41840,0.38201141357421875
-33152,41995,0.396939754486084
-33152,41995,0.4118995666503906
-33327,42164,0.42685961723327637
-33327,42164,0.4418482780456543
-33327,42164,0.4577767848968506
-33327,42164,0.47373461723327637
-33327,42164,0.48969149589538574
-33592,42429,0.5056483745574951
-33592,42429,0.52060866355896
-33592,42429,0.5355682373046875
-33592,42429,0.5515263080596924
-33768,42600,0.5675101280212402
-33768,42600,0.5834391117095947
-33768,42600,0.599398136138916
-33768,42600,0.6153535842895508
-33768,42600,0.6313395500183105
-33926,42757,0.6472682952880859
-34177,43012,0.6632254123687744
-34177,43012,0.6791830062866211
-34177,43012,0.6951684951782227
-34177,43012,0.71109938621521
-34177,43012,0.726085901260376
-34177,43012,0.7410192489624023
-34512,43351,0.755979061126709
-34762,43598,0.7709393501281738
-34762,43598,0.7869279384613037
-34762,43598,0.8028855323791504
-34762,43598,0.817845344543457
-34762,43598,0.8327736854553223
-34762,43598,0.8487293720245361
-34933,43767,0.8646883964538574
-35108,43936,0.8796749114990234
-35108,43936,0.8946084976196289
-35108,43936,0.9105639457702637
-35108,43936,0.926522970199585
-35354,44179,0.9424784183502197
-35354,44179,0.9574730396270752
-35354,44179,0.9724268913269043
-35354,44179,0.9873583316802979
-35354,44179,1.0023202896118164
-35354,44179,1.0173075199127197
-35354,44179,1.032268762588501
-35354,44179,1.0482258796691895
