{'left': 1696, 'right': 1661}, 0.0
{'left': 1696, 'right': 1661}, 0.015958786010742188
{'left': 1696, 'right': 1661}, 0.03191518783569336
{'left': 1696, 'right': 1661}, 0.047872304916381836
{'left': 1696, 'right': 1661}, 0.06283307075500488
{'left': 1696, 'right': 1661}, 0.07779121398925781
{'left': 1696, 'right': 1661}, 0.09275245666503906
{'left': 1696, 'right': 1661}, 0.1077125072479248
{'left': 1696, 'right': 1661}, 0.12270545959472656
{'left': 1696, 'right': 1661}, 0.1376335620880127
{'left': 1696, 'right': 1661}, 0.15359187126159668
{'left': 1696, 'right': 1661}, 0.16855216026306152
{'left': 1697, 'right': 1662}, 0.18350887298583984
{'left': 1697, 'right': 1662}, 0.19946956634521484
{'left': 1697, 'right': 1662}, 0.2154242992401123
{'left': 1722, 'right': 1689}, 0.2313847541809082
{'left': 1722, 'right': 1689}, 0.2473456859588623
{'left': 1722, 'right': 1689}, 0.26329708099365234
{'left': 1774, 'right': 1740}, 0.27925562858581543
{'left': 1774, 'right': 1740}, 0.2952098846435547
{'left': 1774, 'right': 1740}, 0.31116771697998047
{'left': 1878, 'right': 1844}, 0.3271613121032715
{'left': 1878, 'right': 1844}, 0.34308385848999023
{'left': 1878, 'right': 1844}, 0.3590734004974365
{'left': 1957, 'right': 1919}, 0.3749980926513672
{'left': 1957, 'right': 1919}, 0.39095640182495117
{'left': 2039, 'right': 2001}, 0.40691399574279785
{'left': 2039, 'right': 2001}, 0.4228687286376953
{'left': 2039, 'right': 2001}, 0.4388270378112793
{'left': 2039, 'right': 2001}, 0.45378637313842773
{'left': 2162, 'right': 2124}, 0.4687490463256836
{'left': 2162, 'right': 2124}, 0.48470640182495117
{'left': 2162, 'right': 2124}, 0.5006611347198486
{'left': 2162, 'right': 2124}, 0.5156211853027344
{'left': 2247, 'right': 2206}, 0.530580997467041
{'left': 2247, 'right': 2206}, 0.5465404987335205
{'left': 2247, 'right': 2206}, 0.5624983310699463
{'left': 2371, 'right': 2331}, 0.5784528255462646
{'left': 2371, 'right': 2331}, 0.5944104194641113
{'left': 2371, 'right': 2331}, 0.609372615814209
{'left': 2452, 'right': 2414}, 0.6243305206298828
{'left': 2452, 'right': 2414}, 0.6402885913848877
{'left': 2540, 'right': 2500}, 0.6562449932098389
{'left': 2540, 'right': 2500}, 0.6722025871276855
{'left': 2540, 'right': 2500}, 0.6881599426269531
{'left': 2540, 'right': 2500}, 0.7041170597076416
{'left': 2540, 'right': 2500}, 0.7200732231140137
{'left': 2540, 'right': 2500}, 0.7360310554504395
{'left': 2627, 'right': 2588}, 0.7519898414611816
{'left': 2627, 'right': 2588}, 0.7679457664489746
{'left': 2756, 'right': 2715}, 0.7829060554504395
{'left': 2756, 'right': 2715}, 0.798863410949707
{'left': 2756, 'right': 2715}, 0.8138234615325928
{'left': 2842, 'right': 2802}, 0.8288147449493408
{'left': 2842, 'right': 2802}, 0.8437793254852295
{'left': 2927, 'right': 2887}, 0.8587355613708496
{'left': 2927, 'right': 2887}, 0.873664140701294
{'left': 2927, 'right': 2887}, 0.888624906539917
{'left': 2927, 'right': 2887}, 0.9045825004577637
{'left': 3050, 'right': 3011}, 0.9195413589477539
{'left': 3050, 'right': 3011}, 0.934502124786377
{'left': 3050, 'right': 3011}, 0.9504570960998535
{'left': 3136, 'right': 3097}, 0.9664151668548584
{'left': 3136, 'right': 3097}, 0.981374979019165
{'left': 3136, 'right': 3097}, 0.9963345527648926
{'left': 3136, 'right': 3097}, 1.0122931003570557
{'left': 3262, 'right': 3220}, 1.0282504558563232
{'left': 3262, 'right': 3220}, 1.0432100296020508
{'left': 3262, 'right': 3220}, 1.0581691265106201
{'left': 3346, 'right': 3304}, 1.074127197265625
{'left': 3346, 'right': 3304}, 1.090085506439209
{'left': 3427, 'right': 3386}, 1.1060411930084229
{'left': 3427, 'right': 3386}, 1.1210026741027832
{'left': 3427, 'right': 3386}, 1.1359608173370361
{'left': 3427, 'right': 3386}, 1.150921106338501
{'left': 3427, 'right': 3386}, 1.1658821105957031
{'left': 3555, 'right': 3512}, 1.181838035583496
{'left': 3555, 'right': 3512}, 1.19679856300354
{'left': 3555, 'right': 3512}, 1.2117583751678467
{'left': 3555, 'right': 3512}, 1.2267184257507324
{'left': 3636, 'right': 3594}, 1.241678237915039
{'left': 3636, 'right': 3594}, 1.2576351165771484
{'left': 3717, 'right': 3676}, 1.2735939025878906
{'left': 3717, 'right': 3676}, 1.289550542831421
{'left': 3717, 'right': 3676}, 1.3055076599121094
{'left': 3717, 'right': 3676}, 1.3214654922485352
{'left': 3845, 'right': 3807}, 1.3374216556549072
{'left': 3932, 'right': 3897}, 1.3533802032470703
{'left': 3932, 'right': 3897}, 1.3693389892578125
{'left': 3932, 'right': 3897}, 1.3832998275756836
{'left': 3932, 'right': 3897}, 1.398261308670044
{'left': 3932, 'right': 3897}, 1.4132204055786133
{'left': 4019, 'right': 3979}, 1.4291770458221436
{'left': 4019, 'right': 3979}, 1.445134162902832
{'left': 4148, 'right': 4111}, 1.4600956439971924
{'left': 4148, 'right': 4111}, 1.47505521774292
{'left': 4148, 'right': 4111}, 1.491011619567871
{'left': 4228, 'right': 4190}, 1.5069694519042969
{'left': 4228, 'right': 4190}, 1.5229260921478271
{'left': 4228, 'right': 4190}, 1.5388836860656738
{'left': 4228, 'right': 4190}, 1.554842472076416
{'left': 4313, 'right': 4276}, 1.5707981586456299
{'left': 4313, 'right': 4276}, 1.5867550373077393
{'left': 4313, 'right': 4276}, 1.6027123928070068
{'left': 4442, 'right': 4405}, 1.6186697483062744
{'left': 4442, 'right': 4405}, 1.634627103805542
